,Date,NERC,Area,Disturbance,Loss,Affected Customers,Restoration Date
2688,2020-03-31 00:00:00,SERC,Georgia,Severe Weather,412.0,57744.0,03/31/2020
2689,2020-04-01 00:00:00,SERC,Illinois,System Operations,31.150305723688334,84347.11111111111,04/01/2020
2690,2020-04-02 00:00:00,TRE,Texas,System Operations,227.61758764334965,75034.07073954983,04/02/2020
2691,2020-04-02 00:00:00,MRO,Nebraska,Transmission Interruption,5.0,14684.21052631579,04/02/2020
2692,2020-04-02 00:00:00,WECC,Washington,Vandalism,271.4139681316148,55748.43961352657,Unknown
2693,2020-04-03 00:00:00,WECC,Nevada,Vandalism,2657.17670377655,220871.73214285713,Unknown
2694,2020-04-05 00:00:00,TRE,Texas,Suspicious Activity,227.61758764334965,75034.07073954983,04/05/2020
2695,2020-04-05 00:00:00,WECC,California,Severe Weather,7.0,6814.0,04/05/2020
2696,2020-04-07 00:00:00,WECC,Washington,Transmission Interruption,271.4139681316148,55748.43961352657,04/07/2020
2697,2020-04-08 00:00:00,RF,Ohio,Severe Weather,333.98545180267575,78314.0,04/09/2020
2698,2020-04-08 00:00:00,RF,Indiana,Severe Weather,432.40090010678205,93000.0,04/09/2020
2699,2020-04-08 00:00:00,WECC,Ohio,Severe Weather,826.052448145341,82509.0,04/08/2020
2700,2020-04-09 00:00:00,TRE,Texas,Severe Weather,227.61758764334965,95000.0,04/10/2020
2701,2020-04-09 00:00:00,NPCC,Maine,Severe Weather,5.698226656772256,340000.0,04/11/2020
2702,2020-04-09 00:00:00,RF,Wisconsin,System Operations,186.90183434213,25000.0,04/09/2020
2703,2020-04-10 00:00:00,NPCC,Maine,System Operations,5.698226656772256,16419.975609756097,04/10/2020
2704,2020-04-10 00:00:00,WECC,Nevada,Vandalism,2657.17670377655,220871.73214285713,Unknown
2705,2020-04-11 00:00:00,WECC,Wyoming,Transmission Interruption,112.9106963937456,97016.90108650654,04/11/2020
2706,2020-04-11 00:00:00,WECC,Utah,Suspicious Activity,131.05445040885473,9238.970149253732,04/11/2020
2707,2020-04-12 00:00:00,SPPRE,Arkansas,Severe Weather,11.723842336006335,95318.0,Unknown
2708,2020-04-12 00:00:00,SERC,Louisiana,Severe Weather,122.0,37991.0,04/12/2020
2709,2020-04-12 00:00:00,SPPRE,Arkansas,Severe Weather,11.723842336006335,51000.0,04/14/2020
2710,2020-04-12 00:00:00,RF,West Virginia,Severe Weather,318.8325409365747,104000.0,04/15/2020
2711,2020-04-12 00:00:00,SERC,Mississippi,Severe Weather,448.0,62828.0,04/14/2020
2712,2020-04-12 00:00:00,TRE,Texas,Severe Weather,227.61758764334965,63289.0,04/13/2020
2713,2020-04-13 00:00:00,SERC,South Carolina,Severe Weather,4598.028909817714,216400.0,04/14/2020
2714,2020-04-13 00:00:00,SERC,Tennessee,Severe Weather,251.62413084738048,120000.0,04/13/2020
2715,2020-04-13 00:00:00,SERC,South Carolina,Severe Weather,4598.028909817714,72233.0,Unknown
2716,2020-04-13 00:00:00,SERC,North Carolina,Severe Weather,294.72639258283976,95000.0,04/13/2020
2717,2020-04-13 00:00:00,NPCC,Vermont,Severe Weather,72.8917153934307,68476.0,04/14/2020
2718,2020-04-13 00:00:00,SERC,South Carolina,Severe Weather,4598.028909817714,130797.42028985507,04/13/2020
2719,2020-04-16 00:00:00,SERC,Georgia,Vandalism,1495.8704706470123,66990.77192982456,04/16/2020
2720,2020-04-18 00:00:00,WECC,Nevada,Vandalism,2657.17670377655,220871.73214285713,Unknown
2721,2020-04-19 00:00:00,MRO,North Dakota,Suspicious Activity,200.21859003900676,2333.0416666666665,04/20/2020
2722,2020-04-20 00:00:00,MRO,South Dakota,Vandalism,133.27538495011885,10002.0,04/20/2020
2723,2020-04-20 00:00:00,SERC,Mississippi,Severe Weather,552.0,77341.0,04/20/2020
2724,2020-04-23 00:00:00,SERC,Mississippi,Severe Weather,453.3753940828816,55184.0,04/23/2020
2725,2020-04-23 00:00:00,SERC,Mississippi,Severe Weather,375.0,52163.0,04/23/2020
2726,2020-04-24 00:00:00,WECC,Nevada,Vandalism,2657.17670377655,220871.73214285713,Unknown
2727,2020-04-24 00:00:00,WECC,Nevada,System Operations,5.0,945.0,04/24/2020
2728,2020-04-25 00:00:00,WECC,Oregon,Vandalism,17.359215826019042,4712.045454545455,04/25/2020
2729,2020-04-26 00:00:00,FRCC,Florida,Severe Weather,784.0531950652353,49999.0,Unknown
2730,2020-04-28 00:00:00,TRE,Texas,Transmission Interruption,14.0,1.0,04/28/2020
2731,2020-04-29 00:00:00,SERC,Louisiana,Severe Weather,120.93986388353828,77933.0,04/29/2020
2732,2020-04-29 00:00:00,TRE,Texas,Severe Weather,227.61758764334965,146660.0,04/29/2020
2733,2020-04-30 00:00:00,RF,Pennsylvania,Severe Weather,148.56996722614406,78007.0,Unknown
2734,2020-05-04 00:00:00,SERC,Tennessee,Severe Weather,500.0,130000.0,05/07/2020
2735,2020-05-08 00:00:00,WECC,Nevada,Vandalism,2657.17670377655,220871.73214285713,05/08/2020
2736,2020-05-13 00:00:00,RF,Indiana,System Operations,440.24287706559755,12165.0,05/14/2020
2737,2020-05-13 00:00:00,WECC,Washington,Transmission Interruption,271.4139681316148,55748.43961352657,05/13/2020
2738,2020-05-14 00:00:00,WECC,Oregon,Vandalism,17.359215826019042,4712.045454545455,05/14/2020
2739,2020-05-15 00:00:00,NPCC,New York,Severe Weather,218.33384717844993,52.0,05/17/2020
2740,2020-05-16 00:00:00,TRE,Texas,Suspicious Activity,227.61758764334965,75034.07073954983,05/16/2020
2741,2020-05-18 00:00:00,SERC,South Carolina,System Operations,4598.028909817714,130797.42028985507,05/19/2020
2742,2020-05-18 00:00:00,WECC,Oregon,System Operations,17.359215826019042,4712.045454545455,05/18/2020
2743,2020-05-19 00:00:00,SERC,Alabama,Vandalism,8.0,6000.0,05/19/2020
2744,2020-05-19 00:00:00,WECC,Idaho,Vandalism,68.50671081848073,1736.423076923077,05/19/2020
2745,2020-05-19 00:00:00,SPPRE,Arkansas,Suspicious Activity,11.723842336006335,28050.363636363636,05/19/2020
2746,2020-05-20 00:00:00,WECC,Nevada,Vandalism,2657.17670377655,220871.73214285713,Unknown
2747,2020-05-22 00:00:00,SERC,South Carolina,Severe Weather,4598.028909817714,108190.0,05/23/2020
2748,2020-05-24 00:00:00,SPPRE,Oklahoma,Severe Weather,60.689790325257434,54000.0,Unknown
2749,2020-05-25 00:00:00,TRE,Texas,Transmission Interruption,8.0,3745.0,05/25/2020
2750,2020-05-27 00:00:00,TRE,Texas,Severe Weather,227.61758764334965,382000.0,05/29/2020
2751,2020-05-27 00:00:00,TRE,Texas,Severe Weather,227.61758764334965,273269.0,Unknown
2752,2020-05-29 00:00:00,RF,Pennsylvania,Transmission Interruption,148.56996722614406,56300.70909090909,05/29/2020
2753,2020-05-29 00:00:00,MRO,Minnesota,System Operations,193.87276762299862,26829.72972972973,05/31/2020
2754,2020-05-29 00:00:00,RF,Ohio,Vandalism,333.98545180267575,33853.63043478261,05/30/2020
2755,2020-05-30 00:00:00,TRE,Texas,System Operations,227.61758764334965,75034.07073954983,05/30/2020
2756,2020-05-31 00:00:00,SERC,Alabama,Vandalism,98.91420155952726,20018.76923076923,06/01/2020
2757,2020-05-31 00:00:00,RF,Pennsylvania,Vandalism,148.56996722614406,56300.70909090909,Unknown
2758,2020-06-02 00:00:00,WECC,Idaho,Vandalism,68.50671081848073,1736.423076923077,06/02/2020
2759,2020-06-03 00:00:00,RF,New Jersey,Severe Weather,80.0,87000.0,06/06/2020
2760,2020-06-03 00:00:00,RF,Pennsylvania,Severe Weather,148.56996722614406,708000.0,06/03/2020
2761,2020-06-03 00:00:00,MRO,North Dakota,System Operations,200.21859003900676,2333.0416666666665,06/03/2020
2762,2020-06-03 00:00:00,RF,New Jersey,Severe Weather,35.071579503023216,78079.0,06/03/2020
2763,2020-06-09 00:00:00,WECC,Washington,Transmission Interruption,271.4139681316148,55748.43961352657,06/09/2020
2764,2020-06-10 00:00:00,RF,Michigan,Severe Weather,485.892120885498,237000.0,Unknown
2765,2020-06-10 00:00:00,RF,Michigan,Severe Weather,485.892120885498,270000.0,06/10/2020
2766,2020-06-10 00:00:00,RF,West Virginia,Severe Weather,318.8325409365747,85822.0,06/11/2020
2767,2020-06-12 00:00:00,RF,Michigan,Vandalism,485.892120885498,100242.0985915493,06/12/2020
2768,2020-06-18 00:00:00,WECC,Colorado,Actual Physical Attack,19.38439024748377,9019.057142857142,06/22/2020
2769,2020-06-18 00:00:00,SERC,Kentucky,Actual Physical Attack,40.01083712953746,20548.62962962963,06/18/2020
2770,2020-06-21 00:00:00,RF,Delaware,Vandalism,462.11918627109304,33333.333333333336,06/21/2020
2771,2020-06-22 00:00:00,RF,Pennsylvania,System Operations,148.56996722614406,56300.70909090909,06/22/2020
2772,2020-06-25 00:00:00,SERC,Kentucky,Suspicious Activity,40.01083712953746,20548.62962962963,06/25/2020
2773,2020-06-26 00:00:00,MRO,North Dakota,Vandalism,200.21859003900676,2333.0416666666665,06/29/2020
2774,2020-06-26 00:00:00,TRE,Texas,System Operations,227.61758764334965,75034.07073954983,06/26/2020
2775,2020-06-27 00:00:00,SERC,Georgia,Severe Weather,33480.0,78109.0,06/28/2020
2776,2020-06-29 00:00:00,SPPRE,Arkansas,Transmission Interruption,11.723842336006335,28050.363636363636,06/29/2020
2777,2020-06-30 00:00:00,WECC,Oregon,Vandalism,17.359215826019042,4712.045454545455,06/30/2020
2778,2020-07-01 00:00:00,RF,Pennsylvania,Transmission Interruption,32.0,2013.0,07/01/2020
2779,2020-07-02 00:00:00,WECC,California,Fuel Supply Deficiency,492.8332770163392,58512.31137724551,Unknown
2780,2020-07-06 00:00:00,NPCC,New York,Suspicious Activity,218.33384717844993,54921.72173913044,Unknown
2781,2020-07-06 00:00:00,RF,Maryland,System Operations,134.8943673947547,39661.69565217391,07/06/2020
2782,2020-07-07 00:00:00,WECC,California,Transmission Interruption,492.8332770163392,58512.31137724551,07/07/2020
2783,2020-07-07 00:00:00,WECC,Colorado,Transmission Interruption,19.38439024748377,9019.057142857142,07/08/2020
2784,2020-07-07 00:00:00,RF,Wyoming,Transmission Interruption,467.49953097032,89902.14087524253,07/07/2020
2785,2020-07-08 00:00:00,TRE,Texas,Actual Physical Attack,227.61758764334965,75034.07073954983,Unknown
2786,2020-07-08 00:00:00,WECC,California,Fuel Supply Deficiency,492.8332770163392,58512.31137724551,Unknown
2787,2020-07-09 00:00:00,WECC,Washington,Suspicious Activity,271.4139681316148,55748.43961352657,Unknown
2788,2020-07-11 00:00:00,SPPRE,Oklahoma,Severe Weather,64.07335051919928,68000.0,07/12/2020
2789,2020-07-11 00:00:00,SPPRE,Oklahoma,Severe Weather,67.06720720532041,94700.0,Unknown
2790,2020-07-11 00:00:00,WECC,California,Fuel Supply Deficiency,492.8332770163392,58512.31137724551,Unknown
2791,2020-07-12 00:00:00,TRE,Texas,Severe Weather,227.61758764334965,48000.0,07/13/2020
2792,2020-07-12 00:00:00,WECC,Nevada,Actual Physical Attack,36.0,10000.0,07/12/2020
2793,2020-07-13 00:00:00,SERC,Kentucky,Suspicious Activity,40.01083712953746,20548.62962962963,07/13/2020
2794,2020-07-14 00:00:00,WECC,California,System Operations,492.8332770163392,58512.31137724551,07/14/2020
2795,2020-07-15 00:00:00,SERC,Kentucky,Suspicious Activity,40.01083712953746,20548.62962962963,07/15/2020
2796,2020-07-16 00:00:00,MRO,North Dakota,System Operations,475.0,2333.0416666666665,07/16/2020
2797,2020-07-17 00:00:00,SPPRE,Oklahoma,Vandalism,70.20095321803996,52398.09523809524,07/17/2020
2798,2020-07-17 00:00:00,NPCC,New York,Suspicious Activity,218.33384717844993,54921.72173913044,Unknown
2799,2020-07-19 00:00:00,RF,Michigan,Severe Weather,485.892120885498,158500.0,07/21/2020
2800,2020-07-19 00:00:00,NPCC,New York,Fuel Supply Deficiency,675.0,54921.72173913044,Unknown
2801,2020-07-20 00:00:00,TRE,Texas,Suspicious Activity,21.0,14096.0,07/20/2020
2802,2020-07-21 00:00:00,WECC,Washington,Vandalism,19.0,11000.0,07/21/2020
2803,2020-07-22 00:00:00,RF,West Virginia,Transmission Interruption,318.8325409365747,50584.35294117647,07/22/2020
2804,2020-07-24 00:00:00,NPCC,New York,Suspicious Activity,218.33384717844993,54921.72173913044,Unknown
2805,2020-07-25 00:00:00,TRE,Texas,Severe Weather,125.0,84000.0,07/26/2020
2806,2020-07-25 00:00:00,TRE,Texas,Severe Weather,227.61758764334965,201208.0,07/27/2020
2807,2020-07-28 00:00:00,RF,Michigan,System Operations,485.892120885498,100242.0985915493,07/28/2020
2808,2020-07-30 00:00:00,MRO,Nebraska,Transmission Interruption,71.21943582300112,14684.21052631579,07/30/2020
2809,2020-08-01 00:00:00,TRE,Texas,Severe Weather,227.61758764334965,75034.07073954983,08/10/2020
2810,2020-08-01 00:00:00,WECC,California,System Operations,492.8332770163392,58512.31137724551,08/01/2020
2811,2020-08-01 00:00:00,TRE,Texas,Severe Weather,227.61758764334965,75034.07073954983,08/01/2020
2812,2020-08-02 00:00:00,SERC,Illinois,Transmission Interruption,31.150305723688334,84347.11111111111,08/02/2020
2813,2020-08-03 00:00:00,TRE,Texas,Vandalism,227.61758764334965,75034.07073954983,08/03/2020
2814,2020-08-03 00:00:00,SERC,South Carolina,Severe Weather,4598.028909817714,340000.0,08/06/2020
2815,2020-08-03 00:00:00,SERC,North Carolina,Severe Weather,294.72639258283976,75850.97619047618,Unknown
2816,2020-08-04 00:00:00,NPCC,New York,Severe Weather,218.33384717844993,160000.0,08/07/2020
2817,2020-08-04 00:00:00,NPCC,New York,Severe Weather,3907.0,420000.0,08/04/2020
2818,2020-08-04 00:00:00,RF,New Jersey,Severe Weather,60.0,75000.0,08/07/2020
2819,2020-08-04 00:00:00,RF,Delaware,Severe Weather,480.1866029399425,100000.0,08/05/2020
2820,2020-08-04 00:00:00,NPCC,New York,Severe Weather,218.33384717844993,116818.0,08/08/2020
2821,2020-08-04 00:00:00,SERC,Virginia,Severe Weather,318171010.60976845,508000.0,08/05/2020
2822,2020-08-04 00:00:00,RF,New Jersey,Severe Weather,35.071579503023216,788000.0,08/08/2020
2823,2020-08-04 00:00:00,NPCC,New York,Severe Weather,218.33384717844993,76120.0,08/10/2020
2824,2020-08-04 00:00:00,NPCC,Vermont,Severe Weather,2000.0,1188247.0,08/07/2020
2825,2020-08-04 00:00:00,NPCC,New York,Severe Weather,218.33384717844993,271119.0,Unknown
2826,2020-08-04 00:00:00,SERC,North Carolina,Severe Weather,311.0,125987.0,08/06/2020
2827,2020-08-04 00:00:00,RF,Pennsylvania,Severe Weather,148.56996722614406,137103.0,Unknown
2828,2020-08-04 00:00:00,RF,New Jersey,Severe Weather,35.071579503023216,70000.0,Unknown
2829,2020-08-04 00:00:00,NPCC,New York,Severe Weather,218.33384717844993,76120.0,Unknown
2830,2020-08-05 00:00:00,TRE,Texas,Transmission Interruption,89.0,19785.0,08/05/2020
2831,2020-08-07 00:00:00,NPCC,New York,Severe Weather,500.0,187068.0,Unknown
2832,2020-08-10 00:00:00,MRO,Iowa,Severe Weather,550.0,49007.75,08/10/2020
2833,2020-08-10 00:00:00,SERC,Missouri,Severe Weather,82.32797873704556,135000.0,08/13/2020
2834,2020-08-10 00:00:00,MRO,Iowa,Severe Weather,418.07604069405204,49007.75,Unknown
2835,2020-08-10 00:00:00,RF,Indiana,Severe Weather,485.2300639979923,95300.0,08/13/2020
2836,2020-08-10 00:00:00,SERC,Illinois,Severe Weather,31.150305723688334,856000.0,Unknown
2837,2020-08-10 00:00:00,NPCC,New York,System Operations,218.33384717844993,54921.72173913044,08/10/2020
2838,2020-08-10 00:00:00,MRO,Iowa,Severe Weather,1400.0,250000.0,Unknown
2839,2020-08-10 00:00:00,MRO,Iowa,Severe Weather,950.0,300000.0,Unknown
2840,2020-08-13 00:00:00,TRE,Texas,System Operations,218.0,57060.0,08/13/2020
2841,2020-08-14 00:00:00,WECC,California,System Operations,560.0,220000.0,08/14/2020
2842,2020-08-14 00:00:00,SERC,Louisiana,Transmission Interruption,101.0,12671.0,08/14/2020
2843,2020-08-14 00:00:00,WECC,California,Severe Weather,1120.0,58512.31137724551,08/15/2020
2844,2020-08-14 00:00:00,WECC,California,System Operations,1419.0,132000.0,08/14/2020
2845,2020-08-14 00:00:00,MRO,Washington,Severe Weather,39.2493852118473,60000.0,08/16/2020
2846,2020-08-15 00:00:00,WECC,California,System Operations,459.0,220000.0,08/15/2020
2847,2020-08-15 00:00:00,WECC,California,Severe Weather,795.0,58512.31137724551,08/15/2020
2848,2020-08-15 00:00:00,WECC,California,System Operations,200.0,70000.0,08/15/2020
2849,2020-08-15 00:00:00,WECC,Washington,Vandalism,271.4139681316148,8.0,Unknown
2850,2020-08-15 00:00:00,NPCC,Connecticut,Suspicious Activity,243.35200354693893,37672.75,08/15/2020
2851,2020-08-16 00:00:00,TRE,Texas,Severe Weather,227.61758764334965,300000.0,08/18/2020
2852,2020-08-16 00:00:00,WECC,California,Severe Weather,409.0,124266.0,08/17/2020
2853,2020-08-16 00:00:00,WECC,California,Severe Weather,712.0,58512.31137724551,08/16/2020
2854,2020-08-17 00:00:00,WECC,California,Severe Weather,2.0,2.0,08/17/2020
2855,2020-08-17 00:00:00,WECC,California,Severe Weather,829.0,58512.31137724551,08/17/2020
2857,2020-08-18 00:00:00,WECC,Nevada,Severe Weather,7800.0,1400000.0,08/18/2020
2858,2020-08-18 00:00:00,WECC,California,System Operations,492.8332770163392,58512.31137724551,08/18/2020
2859,2020-08-18 00:00:00,WECC,California,Severe Weather,917.0,58512.31137724551,08/18/2020
2860,2020-08-18 00:00:00,TRE,Texas,Transmission Interruption,205.0,238.0,08/18/2020
2861,2020-08-18 00:00:00,WECC,Arizona,Severe Weather,140.56575457814358,11390.25,Unknown
2862,2020-08-19 00:00:00,RF,Ohio,Transmission Interruption,22.0,16107.0,08/19/2020
2863,2020-08-19 00:00:00,WECC,Arizona,Severe Weather,1200.0,11390.25,08/19/2020
2864,2020-08-19 00:00:00,WECC,Nevada,Severe Weather,7500.0,1400000.0,08/19/2020
2865,2020-08-19 00:00:00,WECC,California,Severe Weather,492.8332770163392,58512.31137724551,08/19/2020
2866,2020-08-20 00:00:00,NPCC,Maine,System Operations,5.698226656772256,16419.975609756097,08/20/2020
2867,2020-08-20 00:00:00,SERC,Mississippi,Vandalism,453.3753940828816,75101.94444444444,08/20/2020
2868,2020-08-20 00:00:00,MRO,Nebraska,Transmission Interruption,60.0,14684.21052631579,08/20/2020
2869,2020-08-23 00:00:00,RF,West Virginia,Suspicious Activity,318.8325409365747,50584.35294117647,08/23/2020
2870,2020-08-23 00:00:00,TRE,Texas,Severe Weather,227.61758764334965,75034.07073954983,Unknown
2872,2020-08-25 00:00:00,WECC,Colorado,Vandalism,19.38439024748377,9019.057142857142,08/25/2020
2873,2020-08-27 00:00:00,SERC,Louisiana,Severe Weather,200.0,50000.0,09/03/2020
2874,2020-08-27 00:00:00,SERC,Louisiana,Severe Weather,48.0,25521.73846153846,08/30/2020
2875,2020-08-27 00:00:00,TRE,Texas,Severe Weather,227.61758764334965,75034.07073954983,08/27/2020
2876,2020-08-27 00:00:00,TRE,Texas,Severe Weather,581.0,75034.07073954983,08/27/2020
2877,2020-08-27 00:00:00,SERC,Texas,Severe Weather,2963.668405011457,130000.0,08/31/2020
2878,2020-08-27 00:00:00,TRE,Texas,Severe Weather,227.61758764334965,615992.0,Unknown
2879,2020-08-27 00:00:00,SERC,Texas,Severe Weather,2963.668405011457,47927.0,08/31/2020
2880,2020-08-27 00:00:00,TRE,Texas,Severe Weather,573.0,75034.07073954983,08/27/2020
2881,2020-08-27 00:00:00,MRO,Washington,System Operations,39.2493852118473,36850.0,08/27/2020
2882,2020-08-27 00:00:00,NPCC,Vermont,Severe Weather,100.0,60687.0,08/28/2020
2883,2020-08-27 00:00:00,TRE,Texas,Severe Weather,208.0,75034.07073954983,Unknown
2884,2020-08-27 00:00:00,TRE,Texas,Severe Weather,350.0,75034.07073954983,Unknown
2885,2020-08-27 00:00:00,RF,West Virginia,Suspicious Activity,2900.0,50584.35294117647,08/27/2020
2886,2020-08-27 00:00:00,SERC,Louisiana,Severe Weather,120.93986388353828,25521.73846153846,Unknown
2887,2020-08-28 00:00:00,WECC,Washington,Severe Weather,271.4139681316148,55748.43961352657,08/28/2020
2888,2020-08-28 00:00:00,NPCC,Maine,System Operations,5.698226656772256,16419.975609756097,08/28/2020
2889,2020-08-29 00:00:00,TRE,Texas,Severe Weather,227.61758764334965,75034.07073954983,08/29/2020
2890,2020-08-31 00:00:00,WECC,Washington,Vandalism,271.4139681316148,55748.43961352657,08/31/2020
2891,2020-09-01 00:00:00,WECC,California,Suspicious Activity,492.8332770163392,58512.31137724551,09/01/2020
2892,2020-09-03 00:00:00,WECC,Washington,Transmission Interruption,271.4139681316148,55748.43961352657,09/03/2020
2893,2020-09-04 00:00:00,FRCC,Florida,System Operations,784.0531950652353,202340.86111111112,09/04/2020
2894,2020-09-05 00:00:00,WECC,California,Severe Weather,986.0,58512.31137724551,09/05/2020
2895,2020-09-05 00:00:00,WECC,California,Severe Weather,100.0,20000.0,09/05/2020
2896,2020-09-06 00:00:00,WECC,Nevada,Severe Weather,8180.0,1400000.0,09/06/2020
2897,2020-09-06 00:00:00,WECC,California,System Operations,1071.0,58512.31137724551,09/06/2020
2898,2020-09-06 00:00:00,WECC,Washington,System Operations,271.4139681316148,55748.43961352657,09/06/2020
2899,2020-09-06 00:00:00,WECC,California,Severe Weather,492.8332770163392,72000.0,09/07/2020
2900,2020-09-07 00:00:00,WECC,California,Transmission Interruption,610.0,172000.0,09/09/2020
